Frequency,ADS,,Theory,,HFSS
10300000000,-0.615354881,,-0.431519529,,-0.518113291
10320000000,-0.620686617,,-0.438453258,,-0.520178832
10340000000,-0.626111649,,-0.44561288,,-0.522484976
10360000000,-0.631642233,,-0.453006445,,-0.525030798
10380000000,-0.637291187,,-0.46064195,,-0.527815594
10400000000,-0.64307184,,-0.468527308,,-0.530838853
10420000000,-0.648997982,,-0.476670312,,-0.534100235
10440000000,-0.655083816,,-0.485078608,,-0.537599541
10460000000,-0.661343905,,-0.493759655,,-0.541336692
10480000000,-0.667793115,,-0.502720695,,-0.545311703
10500000000,-0.674446565,,-0.511968725,,-0.549524658
10520000000,-0.681319565,,-0.521510461,,-0.553975687
10540000000,-0.688427561,,-0.53135231,,-0.558664944
10560000000,-0.695786078,,-0.541500341,,-0.563592583
10580000000,-0.703410657,,-0.551960254,,-0.568758736
10600000000,-0.711316795,,-0.562737358,,-0.574163494
10620000000,-0.719519885,,-0.573836536,,-0.579806883
10640000000,-0.728035157,,-0.585262228,,-0.585688849
10660000000,-0.736877611,,-0.597018406,,-0.591809234
10680000000,-0.74606196,,-0.609108546,,-0.598167761
10700000000,-0.755602568,,-0.621535614,,-0.604764019
10720000000,-0.765513388,,-0.634302044,,-0.61159744
10740000000,-0.775807903,,-0.64740972,,-0.618667293
10760000000,-0.786499069,,-0.660859964,,-0.62597266
10780000000,-0.797599255,,-0.674653516,,-0.633512432
10800000000,-0.809120191,,-0.688790527,,-0.641285291
10820000000,-0.821072909,,-0.70327055,,-0.6492897
10840000000,-0.833467698,,-0.718092526,,-0.657523895
10860000000,-0.846314049,,-0.733254786,,-0.665985875
10880000000,-0.859620612,,-0.74875504,,-0.674673395
